9,12/6/2020,13:09:59,26.1,99.8,49.6,6.92213E-08,1.84721E-05,,2,0,1,0,1,0,2,1,3,6.001,7.001,8.001,10.001,16.002,13.001,6.001,14.001,20.002,17.002,22.002,13.001,25.94,32.066,31.004,54.007,41.005,29.003,41.214,63.217,69.591,68.011,67.009,91.976,88.052,102.016,111.624,103.646,132.806,137.965,146.026,157.037,158.104,185.052,182.05,149.501,162.951,175.185,195.551,194.626,192.339,165.033,224.342,203.563,200.862,226.15,261.352,250.398,271.231,263.586,286.806,278.466,264.619,310.469,307.372,275.212,302.839,308.108,291.891,264.321,279.84,256.869,280.946,270.506,235.042,228.011,218.095,173.06,194.615,181.644,158.668,125.704,129.759,109.756,107.019,88.874,83.052,63.11,49.327,41.685,53.008,45.055,36.943,35.018,26.003,15.002,13.002,14.001,9.001,9.001,8.001,3,0,1,0,1,2,2,0,0,0,300,8,50,1,3,0.323,0,11.51,9645.8,14.3,749.9,1,3.93,7.47,781.6,ON,114.555,132.016,106.51,135.773,1.981,2764.409,Long Term,MASIN,,,,,Normal Scan,
10,12/6/2020,13:15:29,26.3,99.8,49.3,6.928E-08,1.84816E-05,,4,2,0,0,0,0,2,3,5.001,5.001,7.001,5.001,10.001,9.001,11.001,11.001,22.002,14.002,26.313,19.692,21.002,40.005,29.004,25.157,35.85,45.006,39.005,58.007,56.097,68.919,68.066,71.952,85.011,110.019,96.645,114.317,108.088,131.148,119.607,133.876,148.549,151.063,137.554,156.043,167.506,184.909,171.431,183.79,175.471,187.263,193.235,192.683,190.604,192.84,230.003,237.132,258.867,277.455,242.124,272.52,298.367,293.872,340.301,301.543,305.88,277.16,299.428,290.591,291.228,268.686,285.128,242.53,253.7,229.139,204.254,176.758,177.526,195.371,167.229,134.029,130.023,100.294,105.746,91.78,78.247,79.317,70.706,63.218,45.058,36.954,30.795,44.006,17.204,25.802,10.001,17.002,10.001,10.001,9.001,3,5.001,3,2,0,2,1,0,1,0,0,300,8,50,1,3,0.323,0,11.5,9648.16,14.3,749.9,1,3.93,7.47,781.8,ON,113.75,129.824,104.475,135.773,1.993,2716.82,Long Term,MASIN,,,,,Normal Scan,
17,12/6/2020,13:53:59,26.7,99.8,49.1,6.93975E-08,1.85006E-05,,2,5.001,0,2,0,0,2,3,6.025,4.976,6.001,6.001,6.001,14.001,15.002,11.001,20.002,22.002,20.002,29.003,18.002,21.002,29.004,32.508,43.501,37.907,52.79,55.495,53.192,58.877,69.782,96.015,74.466,111.564,116.42,112.726,108.907,136.025,144.025,159.452,157.835,161.063,167.561,200.051,183.766,175.694,218.91,208.555,192.745,189.79,200.851,206.256,219.115,226.339,206.151,248.765,249.338,242.175,237.145,255.535,263.807,261.75,282.245,297.53,304.001,275.258,271.046,257.246,270.389,275.4,284.947,284.382,246.165,231.999,221.366,188.687,188.621,185.242,172.14,140.029,153.961,117.101,104.569,105.47,80.012,79.014,62.01,53.008,56.008,46.006,37.005,24.743,30.264,21.002,23.003,15.002,8.001,8.001,5.512,10.489,8.001,2,3,3,6.001,1,1,1,0,1,300,8,50,1,3,0.324,0,11.5,9655.3,14.3,749.9,1,3.93,7.47,780.8,ON,109.549,129.422,103.213,145.902,2.014,2781.676,Long Term,MASIN,,,,,Normal Scan,
18,12/6/2020,13:59:29,26.8,99.8,48.9,6.94269E-08,1.85054E-05,,2,3,0,0,0,3,4,7.001,3,9.001,10.001,7.001,13.001,11.001,20.003,16.099,22.906,27.003,26.003,29.004,36.005,33.931,31.076,51.006,51.7,51.313,66.009,62.008,64.009,60.009,66.009,87.604,84.061,99.376,111.237,116.494,134.55,148.903,163.468,162.014,157.513,170.033,174.613,193.638,173.864,205.985,171.034,171.294,185.475,182.403,215.256,207.65,200.913,229.544,247.437,246.163,262.67,284.263,284.915,247.8,269.848,282.021,303.479,301.873,276.192,263.966,296.226,302.304,309.887,293.912,269.238,247.365,242.085,215.334,231.582,228.271,185.956,184.331,161.99,138.702,134.744,129.794,121.385,91.015,92.014,93.437,79.589,52.007,38.361,38.648,43.739,30.672,27.602,20.003,27.003,12.001,21.003,9.001,8.001,8.001,6.001,2,4,1,2,1,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9656.84,14.3,749.9,1,3.93,7.47,780.8,ON,108.108,126.939,100.274,168.485,2.047,2909.087,Long Term,MASIN,,,,,Normal Scan,
25,12/6/2020,14:37:59,27,99.7,47.7,6.95553E-08,1.85148E-05,,1,1,2,0,0,0,2,5.001,5.001,6.001,14.001,15.002,20.003,17.002,20.002,23.663,32.343,37.745,39.264,43.999,54.013,68.362,70.832,55.833,76.12,100.904,103.015,97.654,113.378,114.019,130.021,134.056,170.863,170.496,214.957,210.017,223.625,274.799,298.617,317.702,335.765,346.779,395.234,403.743,387.758,472.158,476.885,492.883,501.784,487.275,464.672,504.058,509.43,492.441,425,453.053,442.487,470.455,439.092,473.465,432.474,398.403,376.761,409.709,377.218,378.84,360.59,347.208,339.757,324.136,309.093,336.851,268.08,263.087,275.102,259.358,218.847,206.192,192.706,195.013,149.506,154.092,164.51,123.06,125.103,100.036,92.22,86.34,88.351,66.01,54.008,33.065,36.945,28.154,19.852,14.002,18.002,11.001,9.001,10.001,2,3,2,2,0,1,0,1,1,0,300,8,50,1,3,0.324,0,11.48,9658.75,14.3,749.9,1,3.93,7.47,780.9,ON,91.245,114.37,92.587,79.148,1.926,4773.301,Long Term,MASIN,,,,,Normal Scan,
26,12/6/2020,14:43:29,27.1,99.7,47.6,6.95848E-08,1.85196E-05,,7.001,1,0,0,0,2,4,4,7.001,16.002,21.002,23.003,20.041,29.965,33.004,41.566,40.444,44.636,44.376,54.007,60.008,64.009,74.012,80.013,95.833,91.027,99.579,116.783,99.175,136.032,140.699,150.747,150.311,163.032,211.502,195.5,241.341,210.913,275.004,330.009,317.062,320.205,369.614,384.619,433.049,450.149,475.744,464.613,524.691,484.117,559.016,517.369,477.797,469.018,529.447,474.561,423.999,465.349,458.353,455.941,479.476,466.677,428.622,434.799,437.955,412.462,425.481,363.218,377.176,369.832,346.89,328,326.47,312.459,283.47,300.271,255.252,260.075,236.595,194.892,178.167,189.818,162.535,126.915,134.042,123.157,94.946,93.844,77.186,73.715,45.803,40.995,48.516,28.122,40.683,20.206,15.002,14.001,12.001,10.001,6.001,4,2,2,1,1,0,0,0,0,300,8,50,1,3,0.324,0,11.48,9660.53,14.3,749.9,1,3.93,7.47,781,ON,92.701,115.9,92.519,88.168,1.985,5075.009,Long Term,MASIN,,,,,Normal Scan,
33,12/6/2020,15:22:00,27.2,99.7,46.8,6.96142E-08,1.85243E-05,,4,0,2,1,0,1,4,10.001,14.001,7.001,21.002,23.003,21.002,20.002,58.007,46.006,58.008,46.005,62.251,79.77,78.011,91.015,103.817,120.142,108.856,128.846,138.523,156.94,166.032,171.029,178.545,181.898,205.181,219.509,217.174,227.161,213.853,230.052,319.09,275.382,318.306,317.353,344.511,369.519,372.567,406.443,407.857,445.172,427.738,382.491,471.823,434.133,456.694,456.61,436.626,461.689,419.657,483.606,462.52,433.929,440.266,427.115,424.181,445.248,386.747,421.68,412.363,406.109,403.311,387.877,376.267,337.711,323.347,326.904,309.537,306.842,277.88,231.543,236.065,192.046,191.331,159.841,149.895,153.969,129.141,115.023,111.454,86.579,71.012,50.007,65.01,40.005,34.659,28.349,30.004,14.002,17.002,6.001,11.001,3,5.001,3,2,3,1,3,0,1,1,0,300,8,50,1,3,0.324,0,11.48,9662.07,14.3,749.9,1,3.93,7.47,781.1,ON,89.66,112.308,88.197,88.168,2.032,5169.428,Long Term,MASIN,,,,,Normal Scan,
34,12/6/2020,15:27:30,27.3,99.7,46.7,6.96436E-08,1.85291E-05,,3,1,0,1,2,2,3,6.001,7.001,10.001,10.001,25.002,21.002,36.004,26.003,21.002,41.004,49.007,60.008,63.639,56.197,81.15,78.053,84.012,95.632,101.042,134.768,134.479,162.163,149.712,177.716,174.203,207.195,186.166,233.133,228.743,237.507,265.425,288.819,302.379,296.814,291.119,309.022,334.467,350.646,366.047,389.81,369.633,410.133,417.928,426.473,512.344,464.1,470.689,473.26,504.146,468.08,451.536,458.385,417.882,458.707,400.737,407.358,445.77,416.686,411.78,381.499,376.907,347.433,369.248,339.792,357.208,318.984,331.584,312.126,289.85,222.494,243.55,211.496,207.773,188.802,154.842,149.028,144.842,131.044,103.068,75.292,79.857,80.013,54.616,55.4,52.007,45.005,25.003,32.004,18.002,18.94,10.063,12.001,7.001,10.001,1,3,2,1,0,0,0,0,0,300,8,50,1,3,0.324,0,11.47,9664.09,14.3,749.9,1,3.93,7.47,781.2,ON,92.681,114.463,90.83,91.398,1.999,4940.616,Long Term,MASIN,,,,,Normal Scan,
41,12/6/2020,16:05:59,27.4,99.7,45.9,6.9673E-08,1.85338E-05,,3,1,1,1,4,4,1,8.001,10.001,7.001,10.001,23.003,26.003,42.005,30.004,41.005,47.006,59.007,47.927,60.087,84.709,69.534,74.79,115.116,81.916,101.014,118.022,91.012,129.022,150.203,130.847,140.548,165.671,162.935,181.576,189.434,217.182,246.349,238.475,268.033,309.59,341.437,322.62,376.451,364.625,334.51,343.242,419.199,420.647,427.858,392.892,421.87,421.307,415.923,402.544,433.542,422.355,424.709,407.934,436.696,400.52,401.331,423.127,395.006,382.76,351.024,388.87,339.491,372.508,345.429,328.359,340.081,336.174,289.115,248.198,275.98,262.34,230.799,205.654,192.407,166.082,172.728,158.118,135.257,142.975,93.073,107.097,88.361,66.588,65.01,54.722,37.65,40.646,27.003,23.002,9.001,11.001,8.001,9.001,8.001,4,4,5.001,0,3,0,2,0,0,0,300,8,50,1,3,0.325,0,11.47,9665.87,14.3,749.9,1,3.93,7.46,779.9,ON,91.705,114.464,90.182,79.148,2.027,4689.136,Long Term,MASIN,,,,,Normal Scan,
42,12/6/2020,16:11:29,27.4,99.7,45.7,6.9673E-08,1.85338E-05,,2,1,1,1,0,2,7.001,6.001,9.001,13.001,14.001,14.001,23.002,26.732,22.273,30.003,43.005,39.005,54.006,70.431,54.283,81.316,61.551,80.662,106.214,117.042,111.606,135.631,135.173,115.268,150.028,161.561,156.663,184.41,207.511,214.919,219.184,276.75,277.07,291.01,272.77,328.795,302.081,333.758,345.617,391.566,416.631,412.954,453.732,409.666,403.017,398.702,386.745,412.44,427.871,409.748,416.689,382.269,423.825,370.684,387.389,377.736,364.903,362.42,396.87,338.917,366.1,372.885,362.091,329.539,323.078,351.156,326.067,320.101,278.297,266.142,255.857,227.802,229.315,209.057,177.29,153.786,150.802,129.255,110.021,90.867,90.163,73.011,63.918,57.101,55.007,40.364,27.644,26.003,16.002,20.003,10.001,8.464,10.888,3.65,4,1,4,4,1,1,1,1,0,1,300,8,50,1,3,0.325,0,11.47,9665.62,14.3,749.9,1,3.93,7.46,779.9,ON,90.29,113.893,90.264,82.047,2.003,4630.812,Long Term,MASIN,,,,,Normal Scan,
49,12/6/2020,16:49:59,27.4,99.7,45.3,6.9673E-08,1.85338E-05,,0,0,3,4,0,3,3,8.001,13.377,20.627,18.002,21.856,25.149,34.004,29.003,34.004,42.291,35.717,36.004,49.007,55.007,76.011,72.099,75.021,97.306,94.036,111.605,111.017,108.019,154.03,185.225,202.119,203.861,219.098,213.74,253.536,281.346,342.803,342.518,372.858,399.546,402.274,436.878,452.827,471.319,500.151,526.615,538.023,571.552,545.214,513.252,513.614,535.731,477.571,522.724,452.396,470.89,469.884,410.897,401.387,402.643,422.098,426.536,393.649,389.442,365.09,377.194,390.634,372.088,338.914,321.953,315.484,323.663,302.624,331.832,281.216,306.609,249.108,282.051,200.89,204.665,202.702,174.914,141.259,147.031,145.592,101.537,95.363,104.597,73.557,62.464,55.008,43.147,32.863,24.003,19.002,24.003,13.002,12.001,10.001,3,2,3,1,2,2,1,1,0,0,300,8,50,1,3,0.325,0,11.47,9665.62,14.3,749.9,1,3.93,7.46,779.9,ON,87.915,113.875,90.511,82.047,1.981,5355.605,Long Term,MASIN,,,,,Normal Scan,
50,12/6/2020,16:55:29,27.4,99.7,45.7,6.9673E-08,1.85338E-05,,5.001,2,1,1,3,5.001,6.001,8.001,9.001,20.002,18.852,27.154,32.698,32.309,50.006,33.172,56.412,51.432,54.927,69.509,76.59,89.754,90.274,109.114,105.919,101.253,120.093,151.322,170.183,168.452,198.872,223.314,228.868,254.984,277.288,323.166,292.789,309.091,388.48,398.802,427.432,421.116,478.407,491.851,518.818,541.504,542.392,578.983,535.675,524.794,550.878,530.871,533.25,539.771,504.593,466.621,503.365,484.619,462.031,426.453,502.527,395.155,468.738,425.834,400.484,364.381,380.401,348.12,359.696,360.937,342.11,339.393,350.64,334.305,327.269,291.85,287.763,280.388,240.627,236.946,240.039,216.713,187.224,171.967,172.513,144.262,121.393,113.79,90.169,80.012,58.008,62.009,39.004,40.005,27.003,23.662,17.343,21.002,20.352,11.651,7.001,7.001,4,4,1,1,1,0,0,0,300,8,50,1,3,0.325,0,11.47,9665.62,14.3,749.9,1,3.93,7.46,779.9,ON,85.447,111.825,87.736,79.148,2.017,5810.824,Long Term,MASIN,,,,,Normal Scan,
57,12/6/2020,17:33:59,27.4,99.7,47.7,6.9673E-08,1.85338E-05,,0.372,1,4,1,0,2,7.001,6.001,8.001,13.001,19.002,23.003,41.005,36.369,41.64,43.174,55.841,44.006,57.007,70.008,83.709,107.324,114.56,112.569,134.927,157.267,167.106,191.334,217.44,214.63,246.475,249.321,286.052,275.429,294.298,374.159,326.918,375.264,408.298,413.17,430.736,464.485,472.261,485.68,494.868,519.652,546.334,526.681,532.804,560.477,516.419,455.204,521.775,485.562,464.781,492.257,455.513,457.738,426.975,386.89,376.801,401.567,407.376,386.362,354.09,341.277,362.094,347.864,342.873,335.732,330.105,326.361,317.708,300.184,280.188,264.606,257.089,244.309,230.427,233.187,216.903,180.464,171.226,161.265,175.251,173.841,129.332,126.141,129.603,109.567,89.183,71.3,75.581,64.44,44.006,34.005,25.003,38.005,14.002,20.003,13.001,13.001,8.001,6.001,3,1,1,1,0,0,300,8,50,1,3,0.325,0,11.47,9665.62,14.3,749.9,1,3.93,7.46,779.9,ON,81.181,111.327,85.671,76.351,2.046,5888.469,Long Term,MASIN,,,,,Normal Scan,
58,12/6/2020,17:39:29,27.4,99.7,47.8,6.9673E-08,1.85338E-05,,4,1,1,0,1,2,7.001,6.001,10.001,21.002,17.002,18.002,26.003,38.004,48.006,40.005,39.292,58.72,70.01,75.43,94.29,97.317,114.563,146.578,161.102,180.28,221.79,197.887,239.315,278.988,256.991,289.989,314.085,322.158,318.846,324.431,411.54,379.808,425.723,422.721,457.891,465.689,477.042,498.189,531.022,478.7,512.495,529.738,533.518,525.302,559.278,512.618,525.608,522.161,519.447,506.066,475.638,454.345,466.258,443.927,424.464,383.143,380.167,387.323,377.736,346.101,342.01,368.509,349.88,315.284,332.534,327.574,300.455,323.758,262.766,305.234,250.573,234.183,222.742,241.424,230.187,214.771,190.793,150.919,138.072,164.124,117.543,122.37,97.5,123.667,90.469,62.369,59.22,49.436,48.006,33.664,38.347,21.002,24.003,17.002,12.001,9.001,11.001,3,4,1,2,3,0,0,300,8,50,1,3,0.325,0,11.47,9665.62,14.3,749.9,1,3.93,7.46,779.9,ON,79.746,108.718,83.828,71.05,2.036,6112.571,Long Term,MASIN,,,,,Normal Scan,
