341,25/4/2020,04:04:07,23.1,100.8,33.1,6.76629e-008,1.83293e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,2.000,1.000,3.000,4.000,2.000,3.000,4.000,12.000,4.000,5.000,9.000,12.725,12.275,19.000,21.000,14.000,13.000,25.000,21.212,26.788,31.720,30.280,29.072,24.929,16.000,20.000,25.000,26.584,34.181,24.235,19.000,23.000,26.000,16.057,29.811,33.133,25.000,28.000,33.048,22.701,32.252,32.000,32.000,28.000,37.977,36.023,29.000,27.000,19.000,34.177,23.823,17.000,16.000,12.833,23.782,26.385,20.000,19.000,20.000,13.000,18.000,18.000,12.000,12.005,10.995,14.000,11.000,4.000,4.000,3.000,1.000,3.476,2.524,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9621.24, 13.3,749.9,1.000,1.72,7.45,768.3,ON,125.318,147.430,123.221,162.531,1.832,1.611389e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
342,25/4/2020,04:09:37,23.1,100.8,33.1,6.76629e-008,1.83293e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,2.000,3.000,1.000,0.000,4.000,3.000,7.000,4.000,5.000,6.000,6.000,13.000,8.000,8.000,11.000,7.000,6.000,10.000,20.000,13.000,35.787,26.213,18.000,21.000,24.000,33.000,24.000,20.000,19.000,25.000,34.312,18.688,21.000,25.520,25.481,19.000,30.000,25.144,35.856,31.000,34.000,27.000,46.571,32.429,28.784,37.217,35.337,40.821,31.842,32.000,22.000,26.000,17.441,32.559,20.000,23.000,26.000,16.368,25.632,21.000,14.000,16.000,15.000,15.000,10.000,18.000,19.000,10.000,6.000,7.000,4.000,2.000,3.000,2.000,0.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.331,0.00,10.12,9621.24, 13.3,749.9,1.000,1.72,7.45,769.6,ON,137.308,156.717,131.964,145.902,1.821,1.635130e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
343,25/4/2020,04:15:07,23.1,100.8,33.1,6.76629e-008,1.83293e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,2.000,1.000,0.000,3.000,5.000,1.000,5.000,6.000,9.000,4.000,4.000,4.000,8.000,11.000,7.000,7.000,15.000,13.000,19.000,18.000,29.727,15.273,19.000,24.071,21.929,21.000,23.000,22.000,23.584,25.416,24.000,20.000,22.000,34.000,28.000,28.000,31.000,28.000,31.494,27.554,39.953,21.000,40.000,27.593,26.407,33.000,18.000,24.000,39.000,27.000,26.000,27.000,25.413,23.587,22.000,20.000,19.000,15.000,18.000,25.000,17.000,33.000,16.000,15.000,13.000,10.000,10.000,11.000,10.000,12.945,9.055,6.000,5.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9621.49, 13.3,749.9,1.000,1.72,7.45,768.3,ON,135.489,159.961,133.582,145.902,1.853,1.587485e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
344,25/4/2020,04:20:37,23.0,100.8,33.2,6.76338e-008,1.83245e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,2.000,2.000,1.000,3.000,4.000,2.000,2.000,2.000,6.000,2.000,6.000,8.000,4.000,12.000,8.438,21.562,11.000,14.000,10.000,17.000,20.000,14.000,17.000,17.000,22.927,23.073,24.000,23.000,25.000,28.000,17.000,18.000,29.000,23.000,18.000,24.000,31.000,20.000,28.000,25.000,27.000,27.000,32.000,31.000,28.000,32.000,36.000,36.911,43.090,40.000,20.000,31.000,30.000,19.309,29.691,17.000,18.000,25.000,17.000,17.000,22.000,21.000,13.000,26.000,11.000,16.000,13.000,14.000,16.000,14.672,8.328,9.000,10.000,9.000,8.000,3.000,2.000,2.000,4.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,133.183,156.089,128.157,162.531,1.898,1.643538e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
345,25/4/2020,04:26:07,23.0,100.8,33.2,6.76338e-008,1.83245e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,4.000,2.000,6.000,1.000,6.000,3.000,8.000,4.000,10.000,7.000,9.000,14.000,14.000,18.000,22.000,17.395,29.022,24.583,23.000,15.000,23.000,31.000,18.000,35.000,26.946,16.054,27.000,13.000,27.000,28.000,30.000,24.000,32.000,26.000,21.000,22.000,41.000,34.000,33.000,33.409,22.591,28.000,27.000,26.457,36.544,21.000,23.000,29.000,29.000,21.000,26.000,20.000,14.000,20.000,17.000,22.000,25.000,24.000,24.000,22.059,25.435,17.506,11.000,14.000,12.000,13.000,5.000,5.000,2.000,2.000,2.000,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,132.495,156.277,129.915,130.975,1.864,1.643946e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
346,25/4/2020,04:31:37,23.0,100.8,33.2,6.76338e-008,1.83245e-005,,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,2.000,0.000,1.000,2.000,3.000,7.000,3.000,8.000,1.000,5.000,7.000,5.000,6.000,17.000,11.000,13.000,11.000,19.000,20.884,13.116,20.000,20.933,19.067,17.000,29.000,17.000,26.000,19.909,27.091,34.000,16.000,10.000,20.000,16.000,25.000,25.508,28.554,26.938,31.000,23.000,25.460,34.541,26.000,32.000,38.000,28.000,33.291,37.709,35.835,34.712,40.454,37.000,26.000,16.000,20.000,21.944,13.057,22.000,19.000,18.000,18.000,24.000,17.744,16.256,25.000,12.064,17.936,10.672,7.328,9.000,9.000,7.000,1.000,4.000,1.000,4.000,5.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,138.128,158.483,130.930,187.688,1.892,1.633081e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
347,25/4/2020,04:37:07,23.0,100.8,33.2,6.76338e-008,1.83245e-005,,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,2.000,2.000,1.000,3.000,7.000,6.000,2.833,1.167,3.000,3.000,4.000,5.000,4.000,6.000,5.000,12.000,14.000,13.000,12.000,14.000,22.000,13.000,16.000,21.000,13.000,21.382,28.618,25.000,26.000,23.000,25.000,24.000,18.000,24.467,16.533,28.336,23.664,16.000,30.000,30.000,17.000,39.000,28.000,22.000,30.000,29.000,36.000,35.000,26.000,30.000,28.000,35.000,29.766,30.234,26.000,33.000,24.000,21.000,21.000,28.000,22.000,12.394,10.606,10.000,14.000,19.000,11.000,18.064,10.721,11.215,15.000,7.000,4.000,8.000,5.000,3.000,2.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,132.093,152.842,126.305,126.346,1.897,1.589622e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
348,25/4/2020,04:42:37,23.0,100.8,33.3,6.76338e-008,1.83245e-005,,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,2.000,0.000,2.000,0.000,3.000,2.000,2.000,4.000,2.000,3.000,2.000,3.000,4.000,10.000,8.000,4.000,16.000,18.000,8.000,12.000,15.000,13.000,10.000,22.000,19.000,20.000,17.000,28.000,29.000,26.000,17.000,21.946,16.054,17.000,14.000,20.785,22.216,22.000,25.000,26.062,29.938,33.000,21.000,33.000,20.000,26.000,31.000,36.000,32.000,28.146,42.855,34.000,26.000,23.000,30.000,30.000,39.000,25.000,22.000,22.000,19.000,17.439,18.561,23.000,20.000,10.000,25.000,13.000,14.000,12.000,13.000,9.000,11.000,8.000,6.000,3.000,3.000,4.000,1.000,2.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,139.557,158.933,131.058,168.485,1.903,1.596728e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
349,25/4/2020,04:48:08,23.0,100.8,33.3,6.76338e-008,1.83245e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,1.000,1.000,2.000,2.000,0.000,0.000,1.000,2.000,2.000,0.000,2.000,2.000,4.000,4.000,4.000,11.000,9.000,4.000,10.000,12.000,8.000,12.000,15.461,26.539,13.000,13.000,16.000,22.000,27.000,31.000,24.000,25.000,18.000,16.000,18.000,19.000,34.971,24.029,28.000,23.336,27.664,26.000,32.000,23.000,27.000,21.000,34.000,27.000,26.756,32.244,31.000,32.000,38.000,33.000,32.000,37.000,32.000,36.000,29.000,28.535,23.465,23.000,26.000,21.000,16.000,21.394,16.606,10.536,16.464,10.059,20.941,25.064,12.721,16.215,12.000,10.000,6.000,6.000,3.000,2.000,2.000,2.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,134.145,154.514,128.087,162.531,1.882,1.677780e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
350,25/4/2020,04:53:37,23.0,100.8,33.4,6.76338e-008,1.83245e-005,,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,6.000,0.000,4.000,3.000,8.284,9.716,4.000,6.000,7.438,7.562,16.000,9.000,16.000,12.000,25.000,24.000,15.000,21.000,25.000,16.000,21.000,23.000,22.000,16.000,17.000,17.000,30.000,32.000,26.000,22.000,17.000,17.000,25.062,20.938,28.000,29.000,30.000,27.000,21.000,26.000,32.000,25.000,29.000,29.000,28.000,33.000,28.532,27.468,25.000,23.535,21.465,19.000,26.000,25.550,17.450,15.788,10.212,20.536,23.464,24.000,17.000,14.000,11.000,8.672,7.328,6.000,4.000,4.000,3.000,2.000,4.000,0.000,1.000,1.000,3.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,131.675,154.156,126.709,181.056,1.912,1.543346e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
351,25/4/2020,04:59:07,23.0,100.8,33.4,6.76338e-008,1.83245e-005,,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,2.000,1.000,2.000,0.000,4.000,3.000,5.000,6.850,8.150,7.000,8.000,12.000,14.000,11.000,13.000,8.000,11.884,23.116,18.000,18.000,13.000,22.000,14.000,23.000,19.000,17.000,21.000,21.000,27.000,24.000,24.262,18.738,17.000,23.000,20.062,26.938,28.000,21.000,27.000,15.000,30.000,31.705,24.296,32.000,22.000,30.000,27.000,34.000,26.000,22.309,27.691,22.000,28.000,23.000,25.440,26.560,16.000,25.000,21.000,16.536,22.464,23.000,27.000,16.000,17.000,14.672,13.328,8.000,6.000,4.000,1.000,3.000,1.000,2.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,143.100,162.648,134.891,181.056,1.895,1.525230e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
352,25/4/2020,05:04:37,23.0,100.8,33.5,6.76338e-008,1.83245e-005,,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,2.000,3.000,1.000,5.000,3.000,1.000,4.000,1.000,3.000,10.000,4.000,10.000,9.000,9.000,7.000,10.000,18.000,18.000,19.417,17.583,25.000,21.000,24.000,20.000,31.000,24.000,22.000,16.000,21.000,19.000,21.000,26.000,25.000,27.000,20.000,18.000,28.000,33.000,21.000,36.000,26.000,25.000,39.000,27.000,22.000,30.000,32.000,29.000,35.000,25.000,24.899,30.101,24.000,8.943,20.057,16.000,15.439,23.561,28.000,16.536,16.464,19.000,10.000,14.128,19.872,14.000,8.000,7.000,7.000,4.000,3.000,4.000,5.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,137.109,159.276,132.944,151.247,1.854,1.514021e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
353,25/4/2020,05:10:07,23.0,100.8,33.5,6.76338e-008,1.83245e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,3.000,1.000,3.000,2.000,3.000,9.000,3.000,3.000,7.000,7.000,6.000,7.000,12.000,12.000,8.000,8.884,13.116,17.000,22.000,23.000,18.000,26.280,17.720,24.000,22.455,11.546,20.000,21.000,22.000,18.000,18.000,24.000,25.000,17.000,25.080,30.920,28.000,37.000,28.000,27.000,27.000,24.000,22.000,14.000,32.000,31.000,22.273,36.727,27.000,31.000,20.000,26.000,21.000,19.000,20.000,24.000,12.000,9.000,16.000,15.000,21.000,12.000,15.000,15.000,16.000,12.000,9.000,6.000,6.000,3.000,2.000,0.000,1.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,135.679,158.849,132.303,187.688,1.869,1.443328e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
354,25/4/2020,05:15:37,23.0,100.8,33.5,6.76338e-008,1.83245e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,2.000,3.000,4.000,4.000,2.000,6.000,5.000,12.000,8.000,9.000,9.000,10.000,10.000,8.000,11.000,20.790,11.210,18.000,22.000,23.000,11.000,23.000,16.000,22.000,29.000,12.000,22.971,19.496,19.533,16.000,25.000,26.000,22.000,29.000,19.000,24.000,36.000,36.000,32.000,34.000,27.000,30.000,27.437,37.020,29.544,31.000,28.000,27.000,16.000,14.535,24.465,28.887,19.833,16.280,22.000,14.000,23.000,16.000,17.000,20.059,18.435,14.506,16.000,8.000,9.000,5.000,5.000,5.000,2.000,4.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9619.42, 13.3,749.9,1.000,1.72,7.45,768.3,ON,137.579,155.879,130.948,168.485,1.849,1.472400e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
355,25/4/2020,05:21:07,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,6.000,1.000,1.000,4.340,7.660,8.000,4.000,9.000,0.000,10.000,9.000,9.000,8.000,13.000,16.000,13.000,11.599,18.401,13.000,20.000,19.000,12.000,15.000,21.000,23.000,20.154,26.843,14.003,22.672,15.793,22.535,18.000,22.000,25.000,29.000,25.000,28.000,28.000,32.105,31.895,25.000,33.000,24.000,28.000,38.000,35.000,23.831,27.169,25.000,20.000,26.000,27.332,22.668,14.476,22.524,23.000,24.000,11.507,18.493,15.000,23.000,14.000,14.000,13.000,10.000,7.000,10.000,3.000,2.000,3.000,3.000,2.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,138.286,156.459,131.860,168.485,1.830,1.456036e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
356,25/4/2020,05:26:37,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.000,1.000,0.000,0.000,1.000,6.000,3.000,0.559,2.441,2.000,5.000,4.000,9.000,14.000,6.000,3.000,10.000,15.000,11.000,12.000,15.000,19.000,23.000,9.000,14.000,31.000,15.543,16.457,14.000,12.000,19.177,26.823,20.000,20.000,23.873,22.128,24.000,23.000,25.000,29.000,27.000,28.000,39.000,29.875,29.125,28.072,30.928,22.000,25.000,20.416,28.584,27.883,16.144,24.974,26.000,21.000,19.000,22.650,15.350,22.000,13.000,18.000,17.000,12.000,14.000,20.000,15.000,7.000,11.000,7.000,5.000,7.000,6.000,2.000,2.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,140.303,161.061,135.376,140.746,1.837,1.396404e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
357,25/4/2020,05:32:07,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,3.000,2.000,4.000,3.000,2.000,5.000,4.000,7.000,10.000,7.000,11.000,11.000,16.000,16.000,15.000,18.000,14.000,27.000,19.000,16.000,19.000,15.000,24.000,19.000,16.000,22.000,16.000,15.000,16.000,27.451,35.549,23.000,29.000,33.000,26.000,20.000,36.000,24.000,27.000,30.000,34.000,27.000,24.000,28.000,20.903,27.097,25.026,17.974,19.000,11.054,24.946,22.000,17.000,13.000,22.000,14.000,23.817,14.183,17.000,10.000,17.000,17.000,6.000,6.000,5.000,6.000,2.000,3.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,139.092,159.412,135.050,140.746,1.804,1.385056e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
358,25/4/2020,05:37:37,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,2.000,0.000,1.000,8.000,2.000,10.000,7.000,9.000,8.000,12.000,6.000,16.000,12.000,12.000,12.000,19.000,10.000,19.590,16.410,18.000,25.000,16.000,14.000,15.000,16.000,13.000,16.000,25.000,18.872,19.128,33.000,25.000,31.000,21.000,21.000,23.000,22.931,22.069,26.000,41.072,33.928,29.000,29.000,39.000,22.000,28.000,24.052,17.948,19.000,14.000,6.000,16.000,22.534,23.466,13.000,21.000,22.000,12.000,16.000,23.000,11.000,10.000,8.000,10.000,5.000,3.000,2.000,0.000,3.000,0.000,2.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,145.369,163.579,137.948,156.788,1.820,1.350894e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
359,25/4/2020,05:43:07,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,3.000,2.000,0.000,2.000,5.000,2.000,2.000,7.000,6.000,4.000,8.000,7.000,18.627,7.373,12.000,17.000,11.659,10.341,12.000,14.000,27.000,23.000,18.000,22.590,24.410,23.000,16.000,22.000,19.154,25.846,31.177,22.823,27.000,26.000,19.000,26.451,24.549,27.000,20.000,24.866,30.135,33.000,28.000,28.000,34.000,35.000,26.000,24.000,34.982,26.434,31.488,25.097,26.000,25.000,17.000,21.000,15.000,20.000,23.000,15.000,24.000,16.000,17.000,16.000,23.000,15.000,8.000,9.000,5.000,4.000,5.000,5.000,4.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,129.719,149.538,124.117,174.658,1.874,1.558790e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
360,25/4/2020,05:48:37,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,1.000,1.000,2.000,3.000,3.000,2.000,4.000,2.000,4.000,7.000,3.000,7.000,6.000,9.000,11.776,15.224,18.000,8.000,18.599,17.401,16.000,21.000,15.590,22.410,17.000,14.000,21.000,21.000,18.998,14.002,22.000,21.000,22.538,18.462,24.000,16.000,35.000,24.000,28.000,23.000,24.000,29.931,29.069,31.000,33.000,32.000,20.000,31.000,31.000,21.000,29.000,20.026,12.974,27.000,19.000,14.000,16.000,16.534,10.466,16.000,15.000,13.000,16.000,23.000,14.123,10.877,16.000,7.000,12.000,5.000,5.000,3.000,2.000,3.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,136.258,156.911,130.680,117.574,1.861,1.402193e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
361,25/4/2020,05:54:07,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,0.000,3.000,1.000,2.000,5.000,1.000,4.000,2.000,5.000,7.000,5.000,8.000,5.000,11.000,10.000,12.000,16.000,12.000,19.000,17.000,17.000,28.000,17.000,18.000,15.000,18.000,17.000,23.000,20.000,23.000,18.000,13.000,23.451,22.549,29.000,21.480,18.520,30.000,30.000,28.000,23.000,36.000,34.000,37.000,25.000,26.982,30.433,23.584,18.000,23.000,20.000,21.000,19.054,17.946,13.000,12.000,17.483,22.517,18.000,20.000,7.000,8.000,15.000,16.000,12.000,10.000,9.000,4.000,6.000,2.000,2.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,139.522,157.927,133.021,162.531,1.839,1.346491e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
362,25/4/2020,05:59:37,22.9,100.8,33.6,6.76048e-008,1.83197e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,3.000,1.964,3.036,1.000,1.000,4.000,5.000,3.000,4.000,4.000,6.000,1.000,6.000,5.000,5.000,10.000,6.000,9.000,14.000,13.000,10.599,11.401,19.000,13.000,22.000,25.000,15.000,23.086,17.914,17.000,21.000,20.000,17.000,18.000,25.000,18.000,18.000,31.257,15.743,31.000,25.000,33.000,33.000,28.000,26.000,28.926,21.074,27.000,26.000,21.000,24.000,25.903,24.097,29.000,20.000,27.000,14.054,18.946,16.650,16.884,19.466,12.000,15.614,12.203,18.183,13.000,15.123,9.877,12.000,9.000,4.000,6.000,2.000,2.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.332,0.00,10.12,9617.60, 13.3,749.9,1.000,1.72,7.45,768.2,ON,133.730,153.567,128.471,130.975,1.858,1.358522e+003,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
