5,12/6/2020,12:47:59,25.6,99.8,50.1,6.90745E-08,1.84484E-05,,207.861,0,0,37.099,35.757,34.467,166.332,64.217,217.202,209.686,202.88,112.056,353.106,392.034,306.628,394.137,501.472,395.701,417.994,511.144,426.078,310.007,553.538,577.689,649.264,873.374,819.655,798.588,887.815,830.581,1222.778,1182.221,1222.816,1671.499,1637.806,1710.261,1805.455,1774.801,1974.259,1741.036,1901.648,1962.166,2572.589,1954.382,2104.283,2142.997,2397.051,2447.859,2310.16,2310.501,2180.906,2820.934,2893.112,2734.511,2986.731,3007.33,2804.575,3458.007,3013.381,3621.119,3339.512,3501.162,3586.587,3502.98,3990.254,3251.946,3678.07,3351.923,3316.614,3402.785,3197.458,3009.961,3084.411,2706.317,2360.619,2458.158,2113.03,2172.153,1984.623,1609.973,1460.047,1438.368,1244.885,953.063,1215.626,914.328,815.679,818.511,755.783,498.313,521.258,441.884,364.307,275.252,226.526,276.922,275.455,200.266,168.92,51.625,52.61,53.634,36.465,18.477,0,0,0,0,0,0,300,8,50,1,3,0.322,0,11.52,9635.64,14.3,749.9,1,3.93,7.47,782.6,ON,120.385,135.71,112.206,145.902,1.901,2367.973,Long Term,MASIN,,,,,Normal Scan,
6,12/6/2020,12:53:29,25.7,99.8,50,6.91039E-08,1.84531E-05,,166.298,39.936,38.493,74.201,71.518,0,33.267,32.11,124.121,119.823,173.901,168.092,135.815,130.685,279.585,222.613,214.927,279.334,270.245,327.145,477.551,322.121,401.356,412.437,649.309,828.361,645.278,496.917,781.194,1084.362,1087.855,1268.459,1093.477,1418.724,1580.679,1437.754,1633.587,1675.747,1684.134,1544.449,2049.247,1762.509,1737.695,2012.783,1834.241,1825.533,1927.728,1970.335,2019.95,1845.857,2108.668,2323.824,2008.672,2766.252,2578.459,2791.902,2617.914,2896.843,3090.664,2927.477,3048.825,3206.98,3303.799,3349.742,3635.616,3001.104,3283.055,3659.309,3422.537,3241.544,3276.947,2684.852,2755.873,2622.341,2846.599,2300.825,2089.798,2300.814,1926.71,1766.659,1595.326,1663.171,1510.99,1265.397,873.621,1011.335,928.238,831.98,713.338,505.757,487.423,450.593,459.117,326.793,194.345,253.223,262.276,150.208,118.252,51.627,70.15,125.153,72.938,18.478,37.716,57.763,19.527,0,0,0,300,8,50,1,3,0.322,0,11.51,9637.67,14.3,749.9,1,3.93,7.47,782.6,ON,126.542,141.882,117.59,162.531,1.893,2192.204,Long Term,MASIN,,,,,Normal Scan,
9,12/6/2020,13:09:59,26.1,99.8,49.6,6.92213E-08,1.84721E-05,,82.908,0,38.381,0,35.655,0,66.342,32.017,92.821,179.215,202.298,223.473,270.846,416.985,329.461,147.978,333.362,464.208,381.725,478.415,276.161,534.527,641.568,607.077,1028.267,759.712,526.714,729.225,1090.5,1178.28,1123.864,1081.327,1458.503,1364.8,1554.904,1673.46,1520.646,1917.688,1961.188,2043.953,2164.884,2147.14,2476.243,2400.818,1952.658,2098.224,2234.59,2471.157,2425.756,2375.419,2028.793,2733.083,2457.81,2414.224,2705.919,3113.069,2969.224,3201.914,3111.111,3370.104,3271.501,3108.234,3646.084,3609.014,3230.763,3569.617,3630.986,3453.98,3140.627,3338.77,3077.424,3394.812,3282.409,2876.916,2802.771,2704.543,2165.198,2456.793,2313.87,2039.736,1638.696,1707.47,1457.969,1442.313,1209.443,1147.105,884.901,698.663,599.632,774.591,668.992,557.539,534.292,403.44,236.749,208.775,228.827,149.77,151.596,137.275,52.46,0,18.181,0,18.804,38.397,38.941,0,0,0,300,8,50,1,3,0.323,0,11.51,9645.8,14.3,749.9,1,3.93,7.47,781.6,ON,123.085,139.657,115.218,135.773,1.906,2403.429,Long Term,MASIN,,,,,Normal Scan,
10,12/6/2020,13:15:29,26.3,99.8,49.3,6.928E-08,1.84816E-05,,165.832,79.648,0,0,0,0,66.349,96.061,154.717,149.36,202.317,139.685,270.87,234.577,278.805,271.321,523.913,324.986,590.845,428.223,446.16,824.431,580.354,492.641,682.638,833.917,708.416,1026.467,967.783,1167.027,1124.887,1161.213,1348.207,1705.454,1473.183,1714.01,1585.986,1893.941,1700.393,1874.081,2048.077,2051.735,1840.841,2058.066,2188.044,2381.216,2186.937,2322.78,2187.243,2312.97,2375.735,2347.642,2301.581,2318.051,2752.311,2824.871,3069.981,3275.736,2858.09,3202.567,3505.671,3452.206,3996.855,3540.945,3591.167,3267.279,3529.068,3438.965,3460.696,3206.038,3416.351,2930.921,3078.811,2804.967,2511.011,2192.175,2221.315,2466.599,2130.482,1723.178,1695.187,1319.876,1404.84,1237.062,1064.932,1095.63,991.51,895.516,648.216,540.06,457.299,664.199,262.519,400.361,157.846,273.035,163.464,166.431,151.616,51.483,87.443,53.487,36.367,0,37.611,19.201,0,19.897,0,0,300,8,50,1,3,0.323,0,11.5,9648.16,14.3,749.9,1,3.93,7.47,781.8,ON,122.858,137.687,113.551,135.773,1.91,2352.39,Long Term,MASIN,,,,,Normal Scan,
13,12/6/2020,13:31:59,26.4,99.8,48.7,6.93094E-08,1.84864E-05,,124.381,39.826,38.387,0,35.661,34.374,0,32.022,92.835,209.115,115.614,139.692,270.884,338.847,354.86,345.342,428.681,417.852,449.162,482.844,590.661,629.502,629.587,391.724,895.117,667.166,999.111,1026.54,1104.325,1199.212,1529.871,1188.698,1688.172,1249.299,1356.926,1679.634,1438.271,1660.144,2187.3,1791.957,1943.407,1809.268,1715.543,2156.38,1927.719,2340.428,2101.422,2194.816,2122.848,2363.978,2113.575,2119.113,2302.727,2754.384,2337.397,2760.418,3037.838,2488.668,2965.369,3425.489,2865.369,3223.705,3146.162,3481.749,3422.074,3063.413,3465.449,3221.136,3443.41,3479.124,3278.81,2883.138,2808.376,2530.536,2450.565,2746.338,2200.111,2154.082,1744.686,1783.077,1714.073,1527.059,1150.902,1299.307,1184.321,1008.588,911.685,892.629,655.843,663.948,504.98,558.557,412.074,372.46,253.696,223.714,212.516,183.081,84.233,188.786,87.449,53.49,54.553,92.138,0,19.202,13.874,5.721,0,0,300,8,50,1,3,0.323,0,11.5,9649.95,14.3,749.9,1,3.93,7.47,781.9,ON,122.12,138.488,113.301,140.746,1.933,2289.915,Long Term,MASIN,,,,,Normal Scan,
14,12/6/2020,13:37:29,26.5,99.8,49,6.93388E-08,1.84911E-05,,207.312,119.485,38.389,0,142.653,103.128,33.178,96.07,92.84,119.506,173.432,307.342,162.539,234.599,405.578,370.024,309.618,371.447,593.416,425.835,509.959,515.317,520.36,741.805,768.365,742.655,794.128,991.172,1247.453,1417.826,1292.451,1514.412,1189.719,1736.619,1539.951,1739.691,1612.407,1905.055,1854.96,1738.458,2151.919,2265.881,1965.764,2216.404,2158.274,2402.014,2199.463,2300.885,2565.635,2286.108,2425.323,2333.058,2446.988,2653.046,2755.682,3023.629,2657.121,3002.107,2922.982,3111.89,3100.661,2974.572,3287.195,3373.687,3053.341,3569.186,3403.576,3547.651,3629.106,3059.489,2821.157,2860.275,3123.074,2883.775,3105.201,2412.898,2385.711,2523.131,2477.947,1950.443,1652.373,1485.315,1471.5,1481.485,1189.642,1077.722,1004.438,827.329,705.106,484.058,577.577,437.807,381.565,341.446,284.159,192.747,261.575,133.157,101.086,102.978,104.943,53.493,36.37,18.429,0,0,0,0,0,0,300,8,50,1,3,0.323,0,11.5,9651.73,14.3,749.9,1,3.93,7.47,781.9,ON,120.89,137.575,112.669,168.485,1.935,2382.37,Long Term,MASIN,,,,,Normal Scan,
17,12/6/2020,13:53:59,26.7,99.8,49.1,6.93975E-08,1.85006E-05,,82.677,198.545,0,73.78,0,0,66.157,95.783,185.875,148.204,172.913,167.143,162.052,363.839,379.087,270.537,474.911,509.203,447.837,628.891,381.317,431.564,578.674,634.755,825.926,700.367,956.016,979.183,915.009,994.103,1149.92,1545.072,1177.555,1724.421,1769.502,1685.273,1593.39,1958.698,2041.63,2225.666,2169.831,2181.236,2235.95,2630.877,2393.519,2256.016,2784.561,2628.159,2395.627,2337.424,2462.245,2505.76,2638.223,2712.888,2459.776,2954.904,2948.447,2850.96,2791.253,2994.317,3090.668,3065.992,3305.433,3483.748,3558.811,3235.515,3185.347,3035.577,3203.809,3276.675,3404.345,3426.793,2978.76,2831.798,2713.528,2333.366,2353.339,2331.983,2186.725,1795.127,2001.492,1536.622,1385.199,1417.494,1085.817,1088.295,867.053,748.723,803.434,670.412,547.933,372.373,460.479,324.945,362.009,240.216,130.394,132.761,92.585,179.468,139.506,35.555,54.392,55.121,112.508,19.145,19.416,19.839,0,20.586,300,8,50,1,3,0.324,0,11.5,9655.3,14.3,749.9,1,3.93,7.47,780.8,ON,119.487,137.574,112.465,145.902,1.93,2402.321,Long Term,MASIN,,,,,Normal Scan,
18,12/6/2020,13:59:29,26.8,99.8,48.9,6.94269E-08,1.85054E-05,,82.681,119.133,0,0,0,102.823,132.319,223.503,92.567,268.085,288.209,195.004,351.131,285.888,505.485,395.919,543.873,624.964,582.22,628.928,762.684,697.277,620.048,996.016,981.649,948.088,1195.478,1094.149,1101.154,1013.256,1087.797,1409.807,1329.352,1536.113,1690.807,1741.699,1968.67,2144.251,2317.359,2261.54,2165.509,2302.846,2330.171,2546.663,2264.656,2645.111,2175.683,2158.718,2305.396,2246.56,2638.978,2522.823,2419.197,2751.441,2952.552,2924.15,3106.266,3346.612,3353.694,2903.825,3161.616,3303.616,3554.29,3534.792,3233.437,3102.94,3481.451,3567.463,3672.005,3497.12,3216.838,2980.898,2929.544,2628.517,2838.91,2823.035,2320.21,2320.627,2057.89,1778.213,1751.772,1703.279,1608.053,1223.291,1248.76,1287.02,1112.924,734.614,550.317,563.221,647.676,461.631,419.993,309.494,424.988,192.185,342.309,149.362,134.385,136.9,104.635,35.557,72.527,18.374,37.504,19.146,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9656.84,14.3,749.9,1,3.93,7.47,780.8,ON,117.659,135.616,110.078,168.485,1.959,2494.908,Long Term,MASIN,,,,,Normal Scan,
21,12/6/2020,14:15:59,26.9,99.7,48.4,6.95259E-08,1.85101E-05,,82.695,39.718,38.283,36.898,0,68.56,0,95.804,123.444,148.962,115.301,306.488,297.166,465.358,428.325,397.371,449.019,554.375,518.455,477.187,678.061,791.059,868.547,683.655,915.486,1072.78,1100.661,1041.425,1261.238,1413.906,1631.996,1822.457,1736.836,2188.39,2494.786,2189.64,2827.343,2885.285,2993.188,3266.381,3501.677,3758.339,3691.719,4090.82,3638.238,4076.172,3605.906,3862.9,3632.127,3117.848,2985.934,3191.319,3555.994,3305.765,3636.614,3509.664,3422.329,3235.345,2945.535,3534.327,3422.705,3917.674,3621.528,3907.087,4228.041,3830.696,4226.746,3763.76,3862.183,3916.782,3762.395,3491.74,3324.652,3153.27,2867.867,3216.91,2496.509,2342.098,2482.243,2311.311,2310.423,1565.124,1638.679,1534.283,1396.824,1281.452,1054.686,951.257,666.714,842.859,749.327,457.863,517.502,294.065,204.655,128.143,293.458,149.393,50.403,68.462,69.769,17.782,36.27,55.134,18.756,19.149,0,0,20.136,0,300,8,50,1,3,0.324,0,11.48,9656.73,14.3,749.9,1,3.93,7.47,780.9,ON,108.634,129.972,106.776,145.902,1.9,3020.998,Long Term,MASIN,,,,,Normal Scan,
22,12/6/2020,14:21:29,26.9,99.8,48.2,6.94563E-08,1.85101E-05,,41.342,79.426,76.556,0,0,34.276,99.246,95.793,154.286,238.31,259.396,222.873,307.926,353.489,353.846,368.951,379.966,532.407,716.621,746.162,923.677,1007.105,898.037,1191.393,1168.862,913.883,1630.331,1356.402,1705.917,1533.263,1684.779,1802.769,2078.223,2482.324,2617.508,2921.731,2920.676,3136.843,3306.8,3526.908,3964.107,3780.178,3771.4,4060.189,3843.764,4111.381,3880.296,3823.651,3875.635,3585.859,3793.753,3573.648,3766.569,3570.585,3289.298,3581.361,3741.516,3551.032,3722.577,3452.726,3624.376,3639.245,3675.475,4203.481,4055.632,3944.596,3752.042,4150.566,3761,3978.761,3629.058,3522.724,3285.394,3547.584,3391.082,3205.345,3108.334,2617.93,2525.689,2517.451,2184.012,1818.696,1818.34,1616.307,1561.113,1226.171,1216.82,904.207,1123.585,664.737,593.753,496.754,395.689,479.728,314.82,160.165,131.673,197.871,134.395,102.68,69.76,71.118,18.133,36.751,18.753,19.147,19.418,0,0,0,300,8,50,1,3,0.324,0,11.49,9658.62,14.3,749.9,1,3.93,7.47,780.9,ON,106.342,128.705,105.049,140.746,1.918,3220.909,Long Term,MASIN,,,,,Normal Scan,
25,12/6/2020,14:37:59,27,99.7,47.7,6.95553E-08,1.85148E-05,,41.352,39.72,76.569,0,0,0,66.175,159.682,154.313,178.763,403.575,417.959,540.338,441.93,505.581,582.082,768.131,873.786,879.351,954.317,1144.423,1405.135,1413.625,1090.511,1445.656,1864.79,1866.113,1723.522,1950.879,1925.66,2143.179,2157.836,2702.659,2636.044,3268.088,3140.652,3272.7,3958.081,4234.224,4435.79,4617.186,4697.66,5275.499,5311.113,5051.889,6064.499,6067.735,6212.937,6238.432,6002.874,5698.049,6125.413,6135.458,5904.033,5072.491,5383.012,5233.937,5539.909,5169.681,5549.543,5068.157,4668,4413.578,4798.608,4417.189,4454.335,4238.886,4098.316,4026.887,3857.632,3693.883,4060.198,3244.875,3212.173,3373.2,3208.235,2731.239,2596.45,2448.672,2500.715,1944.13,2022.606,2179.852,1654.362,1698.211,1378.232,1289.84,1219.875,1267.744,962.193,799.93,497.759,562.283,435.723,312.508,224.265,293.473,182.598,151.217,171.164,34.886,53.348,36.272,36.757,0,19.151,0,19.845,20.137,0,300,8,50,1,3,0.324,0,11.48,9658.75,14.3,749.9,1,3.93,7.47,780.9,ON,97.7,121.457,99.921,82.047,1.876,4074.908,Long Term,MASIN,,,,,Normal Scan,
26,12/6/2020,14:43:29,27.1,99.7,47.6,6.95848E-08,1.85196E-05,,289.462,39.722,0,0,0,68.567,132.357,127.752,216.049,476.729,605.395,640.915,541.396,778.924,834.267,1022.516,960.575,1033.357,993.883,1171.427,1271.497,1315.713,1477.154,1562.861,1820.132,1682.345,1803.959,2061.235,1706.589,2297.557,2319.301,2426.627,2377.706,2520.774,3215.728,2923.708,3532.16,3038.052,3899.615,4607.863,4360.231,4337.904,4933.794,5059.801,5642.249,5782.114,6053.533,5856.89,6523.56,5964.277,6855.302,6287.506,5754.786,5623.503,6319.421,5638.866,5015.506,5480.069,5396.732,5344.432,5619.265,5468.236,5021.367,5092.739,5128.696,4849.903,5001.973,4287.518,4470.63,4401.708,4145.803,3953.723,3951.848,3815.184,3475.988,3714.52,3185.748,3275.152,3006.525,2499.303,2316.952,2491.672,2153.801,1706.29,1819.66,1696.877,1328.041,1325.964,1107.593,1074.564,678.443,617.166,738.435,435.241,640.463,323.655,244.574,232.406,201.634,171.177,104.664,71.133,36.274,36.759,18.757,19.151,0,0,0,0,300,8,50,1,3,0.324,0,11.48,9660.53,14.3,749.9,1,3.93,7.47,781,ON,100.69,123.829,101.045,88.168,1.914,4312.211,Long Term,MASIN,,,,,Normal Scan,
